,imagepath,xmlpath,xmin,xmax,ymin,ymax,width,height,center_x,center_y,bb_width,bb_height
136,/content/drive/MyDrive/dataset/7f369852-27b9-4141-8c48-9e88b20743a6___new_Mahindra-Scorpio-Taillamps-Night.JPG.jpeg,/content/drive/MyDrive/dataset/7f369852-27b9-4141-8c48-9e88b20743a6___new_Mahindra-Scorpio-Taillamps-Night.JPG.xml,148,380,214,270,500,393,0.528,0.6157760814249363,0.464,0.14249363867684478
137,/content/drive/MyDrive/dataset/7f768bfc-4c86-4fff-932d-c9871a82dce5___1431955d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4422_1024.jpg.jpeg,/content/drive/MyDrive/dataset/7f768bfc-4c86-4fff-932d-c9871a82dce5___1431955d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4422_1024.jpg.xml,254,472,516,570,768,1024,0.47265625,0.5302734375,0.2838541666666667,0.052734375
138,/content/drive/MyDrive/dataset/7f7e27cc-930a-46cb-b3af-6e43da8b566d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-Petrol-Review-Images-Black-Front-Grille-720x480.jpg,/content/drive/MyDrive/dataset/7f7e27cc-930a-46cb-b3af-6e43da8b566d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-Petrol-Review-Images-Black-Front-Grille-720x480.xml,419,590,322,414,720,480,0.7006944444444444,0.7666666666666667,0.2375,0.19166666666666668
139,/content/drive/MyDrive/dataset/8187c22d-5fa4-4976-9c00-80b2ab66b97d___1290890d1411349145-take-look-number-plate-img_20140903_093600_hdr.jpg.jpeg,/content/drive/MyDrive/dataset/8187c22d-5fa4-4976-9c00-80b2ab66b97d___1290890d1411349145-take-look-number-plate-img_20140903_093600_hdr.jpg.xml,94,241,241,321,550,534,0.30454545454545456,0.5262172284644194,0.2672727272727273,0.149812734082397
140,/content/drive/MyDrive/dataset/84969111-2ec3-4914-b3bb-da5aaac701e7___1.jpg.jpeg,/content/drive/MyDrive/dataset/84969111-2ec3-4914-b3bb-da5aaac701e7___1.jpg.xml,47,106,229,250,500,314,0.153,0.7627388535031847,0.118,0.06687898089171974
141,/content/drive/MyDrive/dataset/85bd88a0-ac9a-412e-ba44-2a29d209e212___4336_1466054535_9.jpg.jpeg,/content/drive/MyDrive/dataset/85bd88a0-ac9a-412e-ba44-2a29d209e212___4336_1466054535_9.jpg.xml,165,285,189,228,650,435,0.34615384615384615,0.4793103448275862,0.18461538461538463,0.0896551724137931
142,/content/drive/MyDrive/dataset/85d7e25d-5aa1-4e5f-9c4e-4e671f14ddbe___77cca4b6f3864b3928824a030ba101d2.jpg.jpeg,/content/drive/MyDrive/dataset/85d7e25d-5aa1-4e5f-9c4e-4e671f14ddbe___77cca4b6f3864b3928824a030ba101d2.jpg.xml,177,312,521,552,736,736,0.33220108695652173,0.7289402173913043,0.18342391304347827,0.042119565217391304
143,/content/drive/MyDrive/dataset/8625b831-13a1-4b7d-9466-826cd6d36c67___1304650d1414861991-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-10471269_1537317779842156_5063668061078329632_n.jpg.jpeg,/content/drive/MyDrive/dataset/8625b831-13a1-4b7d-9466-826cd6d36c67___1304650d1414861991-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-10471269_1537317779842156_5063668061078329632_n.jpg.xml,285,498,352,398,774,642,0.5058139534883721,0.5841121495327103,0.2751937984496124,0.07165109034267912
144,/content/drive/MyDrive/dataset/868b996f-1f40-47ca-8222-b0f2750d7010___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-left-side-view.jpg,/content/drive/MyDrive/dataset/868b996f-1f40-47ca-8222-b0f2750d7010___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-left-side-view.xml,84,132,130,148,350,263,0.30857142857142855,0.5285171102661597,0.13714285714285715,0.06844106463878327
145,/content/drive/MyDrive/dataset/88294212-f11c-46a7-a91a-04c9da19efa6___DSC_8221-L.jpg.jpeg,/content/drive/MyDrive/dataset/88294212-f11c-46a7-a91a-04c9da19efa6___DSC_8221-L.jpg.xml,232,316,194,234,660,440,0.41515151515151516,0.4863636363636364,0.12727272727272726,0.09090909090909091
146,/content/drive/MyDrive/dataset/8906af57-0d29-417d-ac46-408425527b57___VW-Vento-TDI-CNG-Spy-Pic-2.jpg.jpeg,/content/drive/MyDrive/dataset/8906af57-0d29-417d-ac46-408425527b57___VW-Vento-TDI-CNG-Spy-Pic-2.jpg.xml,246,373,239,296,600,430,0.5158333333333334,0.622093023255814,0.21166666666666667,0.1325581395348837
147,/content/drive/MyDrive/dataset/89d26be7-258a-4470-b0fe-d1df57b20d55___new_Skoda-Octavia-5.jpg.jpeg,/content/drive/MyDrive/dataset/89d26be7-258a-4470-b0fe-d1df57b20d55___new_Skoda-Octavia-5.jpg.xml,185,249,209,230,586,331,0.3703071672354949,0.6631419939577039,0.10921501706484642,0.0634441087613293
148,/content/drive/MyDrive/dataset/8b5431f9-7d6f-43ed-853d-350ca058ff2a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2014-Nissan-Terrano1.jpg,/content/drive/MyDrive/dataset/8b5431f9-7d6f-43ed-853d-350ca058ff2a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2014-Nissan-Terrano1.xml,606,793,392,469,930,768,0.7521505376344086,0.560546875,0.2010752688172043,0.10026041666666667
149,/content/drive/MyDrive/dataset/8b9e7112-9149-48fb-b8e8-c3e89cce5af0___1074650_10201043987997310_227646612_o.jpg.jpeg,/content/drive/MyDrive/dataset/8b9e7112-9149-48fb-b8e8-c3e89cce5af0___1074650_10201043987997310_227646612_o.jpg.xml,231,431,252,308,551,455,0.6007259528130672,0.6153846153846154,0.3629764065335753,0.12307692307692308
150,/content/drive/MyDrive/dataset/8c4371ee-a997-4b21-82c4-cb5e767c4d06___kia-sorento-spied-in-India.jpg.jpeg,/content/drive/MyDrive/dataset/8c4371ee-a997-4b21-82c4-cb5e767c4d06___kia-sorento-spied-in-India.jpg.xml,231,359,188,215,660,432,0.44696969696969696,0.4664351851851852,0.19393939393939394,0.0625
151,/content/drive/MyDrive/dataset/8da5183c-275f-4294-a5a8-276e10ac5ad0___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_81478504265.jpg,/content/drive/MyDrive/dataset/8da5183c-275f-4294-a5a8-276e10ac5ad0___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_81478504265.xml,352,551,292,447,827,510,0.5459492140266021,0.7245098039215686,0.24062877871825877,0.30392156862745096
152,/content/drive/MyDrive/dataset/8dbb3ea7-8512-49e4-9ede-d4647e3b7dd2___158712081_5_1000x700_toyota-innova-v-2010-7seat-life-tax-kerala_rev001.jpg.jpeg,/content/drive/MyDrive/dataset/8dbb3ea7-8512-49e4-9ede-d4647e3b7dd2___158712081_5_1000x700_toyota-innova-v-2010-7seat-life-tax-kerala_rev001.jpg.xml,463,558,289,345,1000,562,0.5105,0.5640569395017794,0.095,0.099644128113879
153,/content/drive/MyDrive/dataset/8e0b8c6f-850f-4918-983a-7fa110368d32___banner_4.png,/content/drive/MyDrive/dataset/8e0b8c6f-850f-4918-983a-7fa110368d32___banner_4.xml,328,578,202,252,900,350,0.5033333333333333,0.6485714285714286,0.2777777777777778,0.14285714285714285
154,/content/drive/MyDrive/dataset/8edca6de-d964-4027-823d-f70d3f872412___12042943_1003224833031653_9073848483429898813_n.jpg.jpeg,/content/drive/MyDrive/dataset/8edca6de-d964-4027-823d-f70d3f872412___12042943_1003224833031653_9073848483429898813_n.jpg.xml,208,407,156,207,642,400,0.47897196261682246,0.45375,0.3099688473520249,0.1275
155,/content/drive/MyDrive/dataset/931dfd5a-3d1f-4a08-9234-0453545e27ea___1297127d1412798792-maruti-ciaz-official-review-imag0627.jpg.jpeg,/content/drive/MyDrive/dataset/931dfd5a-3d1f-4a08-9234-0453545e27ea___1297127d1412798792-maruti-ciaz-official-review-imag0627.jpg.xml,155,354,117,178,500,265,0.509,0.5566037735849056,0.398,0.23018867924528302
156,/content/drive/MyDrive/dataset/936623d4-b47c-4da7-ab2e-6ac3cc63f861___new_216279d1481352986-silver-venom-mahindra-scorpio-s4-2016-ownership-review-wp_20161122_11_19_00_pro.jpg.jpeg,/content/drive/MyDrive/dataset/936623d4-b47c-4da7-ab2e-6ac3cc63f861___new_216279d1481352986-silver-venom-mahindra-scorpio-s4-2016-ownership-review-wp_20161122_11_19_00_pro.jpg.xml,179,375,117,184,500,274,0.554,0.5492700729927007,0.392,0.24452554744525548
157,/content/drive/MyDrive/dataset/93b6319a-5886-48d8-8a69-07d586751553___2014-VW-Polo-facelift-first-drive-rear-number-plate.jpg.jpeg,/content/drive/MyDrive/dataset/93b6319a-5886-48d8-8a69-07d586751553___2014-VW-Polo-facelift-first-drive-rear-number-plate.jpg.xml,363,1045,291,556,1280,847,0.55,0.5,0.5328125,0.31286894923258557
158,/content/drive/MyDrive/dataset/93b6ca4e-17cc-4b12-b7f5-66fb37c6107c___number-plate-factory-fitted1.jpg.jpeg,/content/drive/MyDrive/dataset/93b6ca4e-17cc-4b12-b7f5-66fb37c6107c___number-plate-factory-fitted1.jpg.xml,218,428,144,194,642,336,0.5031152647975078,0.5029761904761905,0.32710280373831774,0.1488095238095238
159,/content/drive/MyDrive/dataset/94c5a151-24b5-493c-a900-017a4353b00c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Tata-Tiago-Front-Number-Plates-Design.jpg,/content/drive/MyDrive/dataset/94c5a151-24b5-493c-a900-017a4353b00c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Tata-Tiago-Front-Number-Plates-Design.xml,260,696,234,338,960,720,0.4979166666666667,0.3972222222222222,0.45416666666666666,0.14444444444444443
160,/content/drive/MyDrive/dataset/967ba4a0-eb8e-4734-aa09-c7143d0404b6___39720161008_150234.jpg.jpeg,/content/drive/MyDrive/dataset/967ba4a0-eb8e-4734-aa09-c7143d0404b6___39720161008_150234.jpg.xml,161,317,208,250,478,395,0.5,0.579746835443038,0.3263598326359833,0.10632911392405063
161,/content/drive/MyDrive/dataset/97846647-16f1-4ee2-b260-60774a21cc74___new_Maruti-Suzuki-Swift-Dzire-1.jpg.jpeg,/content/drive/MyDrive/dataset/97846647-16f1-4ee2-b260-60774a21cc74___new_Maruti-Suzuki-Swift-Dzire-1.jpg.xml,109,253,145,183,330,267,0.5484848484848485,0.6142322097378277,0.43636363636363634,0.14232209737827714
162,/content/drive/MyDrive/dataset/9cad4b47-6c7b-4e30-ab55-b7fa040beb56___135717d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_2993comp.jpg.jpeg,/content/drive/MyDrive/dataset/9cad4b47-6c7b-4e30-ab55-b7fa040beb56___135717d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_2993comp.jpg.xml,66,175,231,260,468,366,0.25747863247863245,0.6707650273224044,0.2329059829059829,0.07923497267759563
163,/content/drive/MyDrive/dataset/9cd75347-8952-40b1-97c5-d628f1b59590___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Maruti-Swift-Number-Plates-Design.jpg,/content/drive/MyDrive/dataset/9cd75347-8952-40b1-97c5-d628f1b59590___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Maruti-Swift-Number-Plates-Design.xml,329,856,219,410,960,720,0.6171875,0.43680555555555556,0.5489583333333333,0.2652777777777778
164,/content/drive/MyDrive/dataset/9ea92991-8fdf-4b46-aea1-bf08ecff247c___new_1107433d1373284570-my-modded-skoda-rapid-now-166-bhp-351-nm-119-whp-per-tonne-hdr_00005_normal.jpg.jpeg,/content/drive/MyDrive/dataset/9ea92991-8fdf-4b46-aea1-bf08ecff247c___new_1107433d1373284570-my-modded-skoda-rapid-now-166-bhp-351-nm-119-whp-per-tonne-hdr_00005_normal.jpg.xml,65,245,230,275,500,355,0.31,0.7112676056338029,0.36,0.1267605633802817
165,/content/drive/MyDrive/dataset/9f7c7dce-f9c9-4c95-a053-8f16e6e99466___new_new-maruti-alto-k10-2_625x300_41414071192.jpg.jpeg,/content/drive/MyDrive/dataset/9f7c7dce-f9c9-4c95-a053-8f16e6e99466___new_new-maruti-alto-k10-2_625x300_41414071192.jpg.xml,143,315,164,203,424,249,0.5400943396226415,0.7369477911646586,0.4056603773584906,0.1566265060240964
166,/content/drive/MyDrive/dataset/a1928183-9ebe-40f0-9a84-500aecc61474___2014-Skoda-Superb-facelift-spied-in-India.jpg.jpeg,/content/drive/MyDrive/dataset/a1928183-9ebe-40f0-9a84-500aecc61474___2014-Skoda-Superb-facelift-spied-in-India.jpg.xml,419,517,169,214,594,379,0.7878787878787878,0.5052770448548812,0.16498316498316498,0.11873350923482849
167,/content/drive/MyDrive/dataset/a285cdf6-4640-41ee-b3f3-b721f334466f___Skoda-Octavia-RS-launched-in-India-3.jpg.jpeg,/content/drive/MyDrive/dataset/a285cdf6-4640-41ee-b3f3-b721f334466f___Skoda-Octavia-RS-launched-in-India-3.jpg.xml,176,348,255,291,500,344,0.524,0.7936046511627907,0.344,0.10465116279069768
168,/content/drive/MyDrive/dataset/a2d49f53-4121-4627-b5d9-069f8b2f8490___840256171_1_1080x720_maruti-suzuki-wagon-r-vxi-with-abs-minor-2014-petrol-erode.jpg.jpeg,/content/drive/MyDrive/dataset/a2d49f53-4121-4627-b5d9-069f8b2f8490___840256171_1_1080x720_maruti-suzuki-wagon-r-vxi-with-abs-minor-2014-petrol-erode.jpg.xml,109,241,226,259,371,396,0.4716981132075472,0.6123737373737373,0.3557951482479784,0.08333333333333333
169,/content/drive/MyDrive/dataset/a2f87691-b9f5-4274-ac5a-8764e9ba282c___1571669d1477648169-your-favourite-number-plate-font-13.jpg.jpeg,/content/drive/MyDrive/dataset/a2f87691-b9f5-4274-ac5a-8764e9ba282c___1571669d1477648169-your-favourite-number-plate-font-13.jpg.xml,241,1398,209,704,1512,825,0.5419973544973545,0.5533333333333333,0.7652116402116402,0.6
170,/content/drive/MyDrive/dataset/a34aeb21-ffe8-4357-80d3-8f212c62c816___new_main_cropped.jpg.jpeg,/content/drive/MyDrive/dataset/a34aeb21-ffe8-4357-80d3-8f212c62c816___new_main_cropped.jpg.xml,202,347,110,142,500,291,0.549,0.4329896907216495,0.29,0.10996563573883161
171,/content/drive/MyDrive/dataset/a508ecb5-bfdd-46ba-8640-bb827b7c089c___Volkswagen-Polo.jpg.jpeg,/content/drive/MyDrive/dataset/a508ecb5-bfdd-46ba-8640-bb827b7c089c___Volkswagen-Polo.jpg.xml,565,674,207,238,704,330,0.8799715909090909,0.6742424242424242,0.15482954545454544,0.09393939393939393
172,/content/drive/MyDrive/dataset/a615016b-4d07-46c7-a52b-8d4319fe3a10___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-view.jpg,/content/drive/MyDrive/dataset/a615016b-4d07-46c7-a52b-8d4319fe3a10___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-view.xml,301,406,362,390,700,525,0.505,0.7161904761904762,0.15,0.05333333333333334
173,/content/drive/MyDrive/dataset/a9268f51-fbb4-42c2-b88c-f5ef9f8ead42___2266_7T4G0510.JPG.jpeg,/content/drive/MyDrive/dataset/a9268f51-fbb4-42c2-b88c-f5ef9f8ead42___2266_7T4G0510.JPG.xml,150,344,251,303,500,416,0.494,0.6658653846153846,0.388,0.125
174,/content/drive/MyDrive/dataset/a95a0d9d-5d40-4abb-bd3e-6c6d94bef5b1___IMG_3310.jpg.jpeg,/content/drive/MyDrive/dataset/a95a0d9d-5d40-4abb-bd3e-6c6d94bef5b1___IMG_3310.jpg.xml,138,304,133,182,400,300,0.5525,0.525,0.415,0.16333333333333333
175,/content/drive/MyDrive/dataset/a970d6e0-5948-4412-a1ec-67c5240722a8___images-gallery-misc4-250x250.jpg.jpeg,/content/drive/MyDrive/dataset/a970d6e0-5948-4412-a1ec-67c5240722a8___images-gallery-misc4-250x250.jpg.xml,14,197,28,129,250,166,0.422,0.47289156626506024,0.732,0.608433734939759
176,/content/drive/MyDrive/dataset/aa221c22-6600-4f05-9eb9-3676ef0b22e0___69590d1226627898-high-security-number-plates-india-d1.jpg.jpeg,/content/drive/MyDrive/dataset/aa221c22-6600-4f05-9eb9-3676ef0b22e0___69590d1226627898-high-security-number-plates-india-d1.jpg.xml,164,900,255,434,1024,768,0.51953125,0.4485677083333333,0.71875,0.23307291666666666
177,/content/drive/MyDrive/dataset/ab573806-1da7-4ccf-93c8-6082e0cc15c3___1107433d1373284570-my-modded-skoda-rapid-now-166-bhp-351-nm-119-whp-per-tonne-hdr_00005_normal.jpg.jpeg,/content/drive/MyDrive/dataset/ab573806-1da7-4ccf-93c8-6082e0cc15c3___1107433d1373284570-my-modded-skoda-rapid-now-166-bhp-351-nm-119-whp-per-tonne-hdr_00005_normal.jpg.xml,636,891,513,578,1569,1119,0.48661567877629064,0.4874888293118856,0.16252390057361377,0.0580875781948168
178,/content/drive/MyDrive/dataset/acd85f93-544d-494e-b2f3-2d445937bb0b___new_1431956d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4418_1024.jpg.jpeg,/content/drive/MyDrive/dataset/acd85f93-544d-494e-b2f3-2d445937bb0b___new_1431956d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4418_1024.jpg.xml,134,388,128,195,474,354,0.5506329113924051,0.4562146892655367,0.5358649789029536,0.18926553672316385
179,/content/drive/MyDrive/dataset/ad1f5cbc-7545-407e-8974-a03ddb7b7779___833542696_1_1080x720_mahindra-scorpio-vlx-4wd-airbag-bs-iv-2012-diesel-.jpg.jpeg,/content/drive/MyDrive/dataset/ad1f5cbc-7545-407e-8974-a03ddb7b7779___833542696_1_1080x720_mahindra-scorpio-vlx-4wd-airbag-bs-iv-2012-diesel-.jpg.xml,411,602,420,469,960,720,0.5276041666666667,0.6173611111111111,0.19895833333333332,0.06805555555555555
180,/content/drive/MyDrive/dataset/ae0bb069-0e7e-412a-9473-e8e0d4041cbc___135718d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_3000comp.jpg.jpeg,/content/drive/MyDrive/dataset/ae0bb069-0e7e-412a-9473-e8e0d4041cbc___135718d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_3000comp.jpg.xml,341,423,197,222,492,393,0.7764227642276422,0.5330788804071247,0.16666666666666666,0.06361323155216285
181,/content/drive/MyDrive/dataset/aea95aa0-a000-4103-945d-c173383bd646___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-11.jpg,/content/drive/MyDrive/dataset/aea95aa0-a000-4103-945d-c173383bd646___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-11.xml,483,691,195,330,800,600,0.73375,0.4375,0.26,0.225
182,/content/drive/MyDrive/dataset/af058398-67d6-4d0e-a6d9-afc1cb184e5b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault3.jpg,/content/drive/MyDrive/dataset/af058398-67d6-4d0e-a6d9-afc1cb184e5b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault3.xml,146,239,209,245,480,360,0.4010416666666667,0.6305555555555555,0.19375,0.1
183,/content/drive/MyDrive/dataset/af270103-6ed4-4260-9d01-b8be2e2b9af1___skoda-rapid-1.5-tdi-dsg-review.jpg.jpeg,/content/drive/MyDrive/dataset/af270103-6ed4-4260-9d01-b8be2e2b9af1___skoda-rapid-1.5-tdi-dsg-review.jpg.xml,106,249,154,198,500,271,0.355,0.6494464944649446,0.286,0.16236162361623616
184,/content/drive/MyDrive/dataset/af36405d-be93-4c8c-b1b2-5a0832535eeb___main-qimg-4caf07f4dfd9e2a2d279ddd54fb91986-c.jpg.jpeg,/content/drive/MyDrive/dataset/af36405d-be93-4c8c-b1b2-5a0832535eeb___main-qimg-4caf07f4dfd9e2a2d279ddd54fb91986-c.jpg.xml,121,243,162,201,602,339,0.3023255813953488,0.5353982300884956,0.2026578073089701,0.11504424778761062
185,/content/drive/MyDrive/dataset/af608b5e-07d6-4bcf-84d0-f0cba9e54e12___Skoda-Superb-Rear-Profile.jpg.jpeg,/content/drive/MyDrive/dataset/af608b5e-07d6-4bcf-84d0-f0cba9e54e12___Skoda-Superb-Rear-Profile.jpg.xml,238,349,187,213,600,400,0.4891666666666667,0.5,0.185,0.065
186,/content/drive/MyDrive/dataset/aff1f53b-3259-44f0-9718-05fb64dc8ba1___Untitled.png,/content/drive/MyDrive/dataset/aff1f53b-3259-44f0-9718-05fb64dc8ba1___Untitled.xml,84,182,140,162,361,308,0.3684210526315789,0.4902597402597403,0.27146814404432135,0.07142857142857142
187,/content/drive/MyDrive/dataset/AN1.jpg,/content/drive/MyDrive/dataset/AN1.xml,94,185,364,385,272,575,0.5128676470588235,0.6513043478260869,0.33455882352941174,0.036521739130434785
188,/content/drive/MyDrive/dataset/AN10.jpg,/content/drive/MyDrive/dataset/AN10.xml,109,165,168,181,272,363,0.5036764705882353,0.4807162534435262,0.20588235294117646,0.03581267217630854
189,/content/drive/MyDrive/dataset/AN2.jpg,/content/drive/MyDrive/dataset/AN2.xml,121,179,224,237,272,363,0.5514705882352942,0.6349862258953168,0.21323529411764705,0.03581267217630854
190,/content/drive/MyDrive/dataset/AN4.jpg,/content/drive/MyDrive/dataset/AN4.xml,82,141,229,245,272,363,0.4099264705882353,0.6528925619834711,0.21691176470588236,0.0440771349862259
191,/content/drive/MyDrive/dataset/AN5.jpg,/content/drive/MyDrive/dataset/AN5.xml,150,205,244,256,272,342,0.6525735294117647,0.7309941520467836,0.20220588235294118,0.03508771929824561
192,/content/drive/MyDrive/dataset/AN6.jpg,/content/drive/MyDrive/dataset/AN6.xml,121,184,229,246,272,363,0.5606617647058824,0.6542699724517906,0.23161764705882354,0.046831955922865015
193,/content/drive/MyDrive/dataset/AN7.jpg,/content/drive/MyDrive/dataset/AN7.xml,89,192,366,391,272,590,0.5165441176470589,0.6415254237288136,0.3786764705882353,0.0423728813559322
194,/content/drive/MyDrive/dataset/AP1.jpg,/content/drive/MyDrive/dataset/AP1.xml,101,179,145,162,272,204,0.5147058823529411,0.7524509803921569,0.2867647058823529,0.08333333333333333
195,/content/drive/MyDrive/dataset/AP10.jpg,/content/drive/MyDrive/dataset/AP10.xml,111,188,267,284,272,423,0.5496323529411765,0.6513002364066194,0.28308823529411764,0.04018912529550828
196,/content/drive/MyDrive/dataset/AP12.jpg,/content/drive/MyDrive/dataset/AP12.xml,77,132,226,248,272,363,0.38419117647058826,0.6528925619834711,0.20220588235294118,0.06060606060606061
197,/content/drive/MyDrive/dataset/AP13.jpg,/content/drive/MyDrive/dataset/AP13.xml,96,169,191,210,272,363,0.48713235294117646,0.5523415977961432,0.26838235294117646,0.05234159779614325
198,/content/drive/MyDrive/dataset/AP14.jpg,/content/drive/MyDrive/dataset/AP14.xml,103,191,176,206,272,620,0.5404411764705882,0.30806451612903224,0.3235294117647059,0.04838709677419355
199,/content/drive/MyDrive/dataset/AP15.jpg,/content/drive/MyDrive/dataset/AP15.xml,93,203,240,260,272,363,0.5441176470588235,0.6887052341597796,0.40441176470588236,0.05509641873278237
200,/content/drive/MyDrive/dataset/AP16.jpg,/content/drive/MyDrive/dataset/AP16.xml,104,154,127,138,272,153,0.4742647058823529,0.8660130718954249,0.18382352941176472,0.0718954248366013
201,/content/drive/MyDrive/dataset/AP17.jpg,/content/drive/MyDrive/dataset/AP17.xml,106,180,340,355,272,590,0.5257352941176471,0.5889830508474576,0.27205882352941174,0.025423728813559324
202,/content/drive/MyDrive/dataset/AP18.jpg,/content/drive/MyDrive/dataset/AP18.xml,105,163,114,129,271,170,0.4944649446494465,0.7147058823529412,0.2140221402214022,0.08823529411764706
203,/content/drive/MyDrive/dataset/AP19.jpg,/content/drive/MyDrive/dataset/AP19.xml,98,158,341,357,272,604,0.47058823529411764,0.5778145695364238,0.22058823529411764,0.026490066225165563
204,/content/drive/MyDrive/dataset/AP2.jpg,/content/drive/MyDrive/dataset/AP2.xml,95,141,48,59,272,125,0.4338235294117647,0.428,0.16911764705882354,0.088
205,/content/drive/MyDrive/dataset/AP20.jpg,/content/drive/MyDrive/dataset/AP20.xml,100,165,261,275,272,363,0.48713235294117646,0.7382920110192838,0.23897058823529413,0.03856749311294766
206,/content/drive/MyDrive/dataset/AP21.jpg,/content/drive/MyDrive/dataset/AP21.xml,120,229,99,129,272,173,0.6415441176470589,0.6589595375722543,0.4007352941176471,0.17341040462427745
207,/content/drive/MyDrive/dataset/AP22.jpg,/content/drive/MyDrive/dataset/AP22.xml,74,172,229,248,272,363,0.4522058823529412,0.6570247933884298,0.3602941176470588,0.05234159779614325
208,/content/drive/MyDrive/dataset/AP23.jpg,/content/drive/MyDrive/dataset/AP23.xml,78,136,223,234,272,363,0.39338235294117646,0.6294765840220385,0.21323529411764705,0.030303030303030304
209,/content/drive/MyDrive/dataset/AP24.jpg,/content/drive/MyDrive/dataset/AP24.xml,90,183,265,285,272,363,0.5018382352941176,0.7575757575757576,0.34191176470588236,0.05509641873278237
210,/content/drive/MyDrive/dataset/AP25.jpg,/content/drive/MyDrive/dataset/AP25.xml,90,173,250,267,272,363,0.4834558823529412,0.7121212121212122,0.30514705882352944,0.046831955922865015
211,/content/drive/MyDrive/dataset/AP26.jpg,/content/drive/MyDrive/dataset/AP26.xml,96,179,45,63,272,213,0.5055147058823529,0.2535211267605634,0.30514705882352944,0.08450704225352113
212,/content/drive/MyDrive/dataset/AP27.jpg,/content/drive/MyDrive/dataset/AP27.xml,98,174,197,216,272,363,0.5,0.568870523415978,0.27941176470588236,0.05234159779614325
213,/content/drive/MyDrive/dataset/AP29.jpg,/content/drive/MyDrive/dataset/AP29.xml,105,183,1,16,269,141,0.5353159851301115,0.06028368794326241,0.2899628252788104,0.10638297872340426
214,/content/drive/MyDrive/dataset/AP3.jpg,/content/drive/MyDrive/dataset/AP3.xml,175,249,273,320,272,363,0.7794117647058824,0.8168044077134986,0.27205882352941174,0.12947658402203857
215,/content/drive/MyDrive/dataset/AP30.jpg,/content/drive/MyDrive/dataset/AP30.xml,90,173,276,292,272,483,0.4834558823529412,0.587991718426501,0.30514705882352944,0.033126293995859216
216,/content/drive/MyDrive/dataset/AP33.jpg,/content/drive/MyDrive/dataset/AP33.xml,98,182,231,251,272,484,0.5147058823529411,0.49793388429752067,0.3088235294117647,0.04132231404958678
217,/content/drive/MyDrive/dataset/AP34.jpg,/content/drive/MyDrive/dataset/AP34.xml,98,183,7,22,267,94,0.5262172284644194,0.15425531914893617,0.31835205992509363,0.1595744680851064
218,/content/drive/MyDrive/dataset/AP39.jpg,/content/drive/MyDrive/dataset/AP39.xml,94,167,157,172,272,204,0.4797794117647059,0.8063725490196079,0.26838235294117646,0.07352941176470588
219,/content/drive/MyDrive/dataset/AP4.jpg,/content/drive/MyDrive/dataset/AP4.xml,111,171,138,150,272,205,0.5183823529411765,0.7024390243902439,0.22058823529411764,0.05853658536585366
220,/content/drive/MyDrive/dataset/AP40.jpg,/content/drive/MyDrive/dataset/AP40.xml,76,169,233,253,272,363,0.45036764705882354,0.6694214876033058,0.34191176470588236,0.05509641873278237
221,/content/drive/MyDrive/dataset/AP41.jpg,/content/drive/MyDrive/dataset/AP41.xml,79,190,265,290,271,327,0.496309963099631,0.8486238532110092,0.4095940959409594,0.0764525993883792
222,/content/drive/MyDrive/dataset/AP42.jpg,/content/drive/MyDrive/dataset/AP42.xml,115,184,94,110,272,204,0.5496323529411765,0.5,0.2536764705882353,0.0784313725490196
